id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39653885,"1: DT Toronto,Quiet, Safe, NewRenovate.",22929016,Qun,,North St.James Town,43.66724,-79.37848,Private room,109,1,9,2024-09-04,0.16,2,148,2,STR-2407-HCDPPW
39661974,"Waterfront, Penthouse Condo",180058136,Chris,,Waterfront Communities-The Island,43.63569,-79.39573,Entire home/apt,280,28,0,,,1,89,0,
39666388,Best location walkable downtown sightseeings,304851008,Meijiu Xi,,Waterfront Communities-The Island,43.63875,-79.38135,Entire home/apt,130,28,33,2024-06-30,0.56,1,232,3,
39669828,Charming En Suite at the Park,117703826,Manna,,Danforth East York,43.69147485899943,-79.3342959757466,Private room,96,4,0,,,3,266,0,STR-2310-JBFHHZ
39671157,Destination Kool Haus T.O. Canada Experience,52201746,Peter,,Keelesdale-Eglinton West,43.68326,-79.47532,Entire home/apt,161,30,27,2021-12-01,0.47,1,228,0,str-0000-abcdef
39671645,Quiet and Clean,304898878,Fassika,,O'Connor-Parkview,43.70084,-79.29875,Private room,,28,0,,,1,0,0,
39673107,"Private, cozy bedroom in Jane & Finch",257764364,Lê Quốc,,Glenfield-Jane Heights,43.751,-79.52093,Private room,40,28,3,2020-03-22,0.05,1,180,0,
39673776,Toronto Beaches Clean and Spacious apartment,184592320,Shauna,,East End-Danforth,43.6804,-79.30926,Entire home/apt,,30,1,2020-02-21,0.02,1,0,0,
39675026,Best price for 31 days - Small cozy apartment,21809656,Reza,,Newtonbrook East,43.79253,-79.40098,Entire home/apt,85,28,29,2024-01-02,0.49,6,41,2,
39678209,"Exceptional 2Bedroom Condo+subway access,Toronto N",304960688,Atousa,,Willowdale West,43.77044,-79.41328,Entire home/apt,170,28,23,2024-09-01,0.40,4,242,6,
39688192,"Cozy Room close to Downtown, lake+ parking spot",304960688,Atousa,,Stonegate-Queensway,43.63163,-79.48777,Private room,39,29,8,2024-08-06,0.14,4,257,1,
39688892,"Brand New, Luxury Apartment in Leafy Neighbourhood",1386077,Vick,,Clairlea-Birchmount,43.70585,-79.28639,Entire home/apt,150,28,10,2023-03-16,0.17,1,364,0,
39689738,"Cozy  Room R2 near Downtown,lake+ parking spot",304960688,Atousa,,Stonegate-Queensway,43.63001,-79.48976,Private room,80,29,2,2020-01-01,0.03,4,65,0,
39691271,Modern cozy bedroom CN tower view,232595103,Elham,,Niagara,43.63789,-79.41548,Private room,108,92,2,2023-11-12,0.19,3,365,2,STR-2009-FFJKPB
39697980,Full 1-bedroom apartment at Yonge&Eglinton,40203316,Ali,,Mount Pleasant West,43.71026,-79.39441,Entire home/apt,,28,0,,,1,0,0,
39700751,Brightly Private room - Little Italy !,305136681,Ying,,Trinity-Bellwoods,43.65216,-79.42279,Private room,93,1,256,2024-08-26,4.42,3,54,66,STR-2012-HHGBHJ
39701303,Cozy private room - Little Italy !,305136681,Ying,,Trinity-Bellwoods,43.65219,-79.42298,Private room,93,1,278,2024-08-15,4.75,3,46,67,STR-2012-HHGBHJ
39702548,Waterfront Luxury Condo,139904781,Aviva,,Mimico (includes Humber Bay Shores),43.624652490400166,-79.47919319762863,Entire home/apt,404,2,9,2022-07-30,0.16,1,243,0,STR-2303-GTYXVV
39714019,Stunning Room with Private Bath Available July 1st,519337,Karie,,South Parkdale,43.63977,-79.42405,Private room,,28,0,,,1,17,0,
39715725,Stunning Lake View -  Harbourfront Centre,50075592,Sandra,,Waterfront Communities-The Island,43.64002402307562,-79.38089971349181,Entire home/apt,120,28,6,2024-07-20,0.48,1,169,5,
39724111,Magnificent DT Condo: Retreat w City Views,304521924,Soda,,Waterfront Communities-The Island,43.643981327138604,-79.3803297044166,Entire home/apt,3,28,20,2024-01-09,0.34,1,90,2,
39733923,55 Harbour Sq,188420792,Reza,,Waterfront Communities-The Island,43.64102,-79.37785,Entire home/apt,159,180,0,,,2,180,0,
39748017,great house with a perfect location,305502432,Negar,,Lawrence Park North,43.73264,-79.39438,Entire home/apt,,28,0,,,1,0,0,
39748071,Single Room with Shared Bathroom,69350557,Long,,Palmerston-Little Italy,43.6578384,-79.4084635,Private room,64,1,144,2024-08-30,5.88,8,310,45,STR-2207-GPWBHG
40060121,Authentic & Gorgeous Entire Toronto Home,307945199,Jenny,,Palmerston-Little Italy,43.65763,-79.42416,Entire home/apt,,28,10,2020-09-26,0.17,1,0,0,
40061492,Beautiful Executive 2-Flr Loft in Downtown Toronto,110732078,Lauren,,Niagara,43.63682,-79.41729,Entire home/apt,,2,1,2019-12-24,0.02,1,3,0,STR-2407-GTCHPV
40061764,1 bedroom near Don Mills station,262895368,Maggie,,Pleasant View,43.79023,-79.33947,Private room,,28,0,,,2,0,0,
40062147,Yorkville Condo,7987194,Jose,,Church-Yonge Corridor,43.66784,-79.38561,Entire home/apt,150,160,0,,,1,180,0,
40068358,Basement Open Concept,287688213,Hamdy,,Birchcliffe-Cliffside,43.70096,-79.2616,Private room,,28,0,,,1,0,0,
40073348,Beautiful Large Basement Apartment,287951225,Daniel,,Downsview-Roding-CFB,43.72762,-79.5211,Entire home/apt,,28,0,,,1,0,0,
40081207,Stunning Townhouse in Downtown Toronto Core,3750965,Jesse,,Moss Park,43.65599,-79.37046,Entire home/apt,,28,0,,,1,0,0,
40084387,Scarborough Spacious 2 Bedrooms & entire basement,309252979,Jen,,Agincourt South-Malvern West,43.79448,-79.2759,Entire home/apt,,31,7,2022-05-31,0.12,1,0,0,
40089327,Luxurious apartment in York,309312440,Kammoun,,Annex,43.67499,-79.3928,Entire home/apt,,28,0,,,1,0,0,
39400182,26th floor DT core Brand new condo w/Parking,180726154,Wenhuan,,Waterfront Communities-The Island,43.6417974,-79.38143459999999,Entire home/apt,459,28,103,2023-09-17,1.77,1,365,1,STR-2012-GRGBHG
39410423,Charming Two Bedroom in Toronto's Little Italy,253678734,Nesty,,Palmerston-Little Italy,43.65823,-79.41414,Entire home/apt,,31,2,2020-01-01,0.03,25,0,0,
39412975,Luxury high rise condo located in downtown Toronto,51465390,Hao & Sandra,,Waterfront Communities-The Island,43.64333,-79.39013,Entire home/apt,,28,1,2019-11-03,0.02,1,0,0,
39413826,A Tiny Hotel - The Marilyn Room,4954899,Kristin,,Greenwood-Coxwell,43.67570501917438,-79.32220966656678,Private room,65,1,204,2024-08-25,3.78,3,156,54,STR-2205-GKHVHF
39418530,Amazing and brand new unit in the heart of Toronto,302767528,Diego,,Church-Yonge Corridor,43.66757,-79.38018,Entire home/apt,,28,0,,,1,0,0,
39420526,"Private, modern design semi-house in NorthYork",302759638,Amber,,Hillcrest Village,43.80884,-79.34987,Entire home/apt,,28,22,2020-03-20,0.37,1,0,0,
39421611,Lake facing cozy house,12105964,G,,Mimico (includes Humber Bay Shores),43.60858,-79.48758,Entire home/apt,,30,0,,,1,0,0,
39423463,Victoria Park Near 401,302817653,Kj,,Pleasant View,43.77592,-79.3238,Private room,,28,1,2019-10-30,0.02,1,0,0,
39434349,City Chic Living: Great Modern 1BR in King West,188402186,Jas,,Waterfront Communities-The Island,43.6429,-79.40199,Entire home/apt,99,28,54,2024-08-23,0.91,1,345,8,STR-2012-HQDVHK
39440573,Corporate Stays | Richmond | Chic & Bright 1BR,38459934,Vladimir,,Waterfront Communities-The Island,43.64952,-79.38796,Entire home/apt,300,31,0,,,62,88,0,
39463172,Luxury 3 Bedroom Condo,281012434,Mahmoud,,Waterfront Communities-The Island,43.64400581557702,-79.38289101245607,Entire home/apt,250,28,1,2023-08-12,0.08,2,365,0,
39463532,Modern 2BR Queen West Designer Loft,9532879,Ben,,Niagara,43.64356,-79.41416,Entire home/apt,,28,4,2020-01-01,0.07,2,0,0,
39751540,*NEW* Luxury Penthouse in the Sky!,305528277,Gav,,Waterfront Communities-The Island,43.63928,-79.39119,Entire home/apt,1999,30,5,2020-03-16,0.09,2,177,0,
39752115,"Luxe, Family-Friendly Oasis Modern Home With Pool",40789358,Ali,,Hillcrest Village,43.80038,-79.36183,Entire home/apt,693,3,9,2024-09-04,3.91,1,146,9,STR-2403-HPWBHX
39754975,Yonge and Eglinton private 1 bedroom,298131595,Mehtap,,Mount Pleasant West,43.70754,-79.39289,Private room,70,28,1,2020-02-27,0.02,2,74,0,
39755961,Double Room with Shared Bathroom,69350557,Long,,Palmerston-Little Italy,43.6578384,-79.4084635,Private room,67,1,155,2024-09-05,6.34,8,326,71,STR-2207-GPWBHG
39756457,3 BDRM Cozy Condo DownTown Toronto w/ FREE Parking,65322800,Aryanne,,Waterfront Communities-The Island,43.63962,-79.39635,Entire home/apt,473,1,96,2024-08-21,1.63,1,222,25,STR-2302-HGCKVW
39769375,Quiet Room Across From the Lake!,47659921,Katherine,,South Parkdale,43.63469,-79.43894,Private room,50,28,6,2024-08-25,0.48,3,339,5,
39773870,A large bright basement apartment,305667231,Bo,,Newtonbrook East,43.79278,-79.39578,Entire home/apt,95,1,122,2024-09-03,2.08,1,126,30,STR-2012-FVBHHD
39777064,Rm 1 of Roncy Bsment aptment near Beach/High park,202338294,Andy,,High Park-Swansea,43.64267,-79.44792,Private room,33,31,5,2024-06-07,0.30,9,240,3,
39779098,Modern Boutique Condo in Heart of DownTown Toronto,305782229,Mona,,Waterfront Communities-The Island,43.64540481567383,-79.40141296386719,Entire home/apt,119,28,55,2024-08-24,0.94,1,165,7,
39780705,"Luxury 1BR Scotiabank Arena, CN Tower, MTCC, FPKG",305791771,Rockson,,Waterfront Communities-The Island,43.6432,-79.37939,Entire home/apt,200,28,164,2023-01-02,2.81,1,90,0,STR-2107-FHSBHB
39790665,"Beautiful , bright room in Toronto for rent .",235552669,Sharon,,Rouge,43.80813,-79.18575,Private room,122,28,0,,,1,358,0,
39794018,Beautiful Home in the Heart of Downtown Toronto,305306142,Danny,,Waterfront Communities-The Island,43.64861,-79.3917,Entire home/apt,,28,2,2019-11-15,0.03,1,0,0,
39802420,Stylish 2 Bedrooms Condo in North York,306052957,Sid,,Willowdale West,43.77835,-79.41573,Entire home/apt,175,28,39,2020-12-25,0.66,1,88,0,
39802717,Luxurious 1 bedroom condo in prime location! ⭐️⭐️⭐️⭐️⭐️,64673792,Venos,,Bayview Village,43.76922,-79.36896,Entire home/apt,,28,59,2021-08-08,1.02,1,0,0,STR-2012-HBTBHJ
39810721,"Condumium close to subway,shopping,restaurant etc,",270373175,Iraj,,Willowdale East,43.77747,-79.41438,Entire home/apt,,120,0,,,1,0,0,
39812258,112#201Private room in Kensington Market,301284218,Luke,,Kensington-Chinatown,43.65452,-79.40653,Private room,,28,9,2020-03-08,0.15,9,0,0,
39819383,112#102 Beauty room in Kensington market,301284218,Luke,,Kensington-Chinatown,43.65651,-79.40668,Private room,,28,29,2020-11-22,0.49,9,0,0,STR-2012-GCQPHF
39823779,Lovely 1Bedroom+Den Condo (no bsmt) at Toronto,294165506,Demitri,,Parkwoods-Donalda,43.75295,-79.33217,Entire home/apt,94,28,13,2024-08-18,0.22,2,337,2,
39825563,2 Free parking/walk to MtCC Rogers CN Exhibition,304355450,Ho Sook,,Niagara,43.64116,-79.40365,Entire home/apt,999,2,104,2024-04-28,1.78,1,130,22,STR-2009-GFFVBF
39831510,Luxurious Trendy Skyline View Condo - no Parking,6671943,Liz,,Waterfront Communities-The Island,43.6424,-79.38068,Entire home/apt,135,31,64,2024-08-28,1.09,5,152,6,
39833589,Toronto Home Stay,187795859,Saroj,,Ionview,43.7382,-79.27347,Private room,80,28,4,2023-01-06,0.11,1,89,0,
39833880,Superhosts provide a modern & cozy clean stay,306488177,John & Samira,,Parkwoods-Donalda,43.76271,-79.34642,Private room,99,28,32,2022-07-21,0.54,1,153,0,STR-2101-HLWRVK
39839841,Elegant Furnished one Bedroom apartment,79258600,Leila,,Bayview Village,43.78102,-79.38264,Entire home/apt,85,28,95,2023-11-01,1.63,2,302,1,STR-2009-FPDRPC
39843189,Green house,306615156,Mehrdad,,Newtonbrook East,43.79476,-79.41327,Entire home/apt,100,28,0,,,1,179,0,
39845741,Quad Room (Two Bedrooms ) with En Suite Bathroom,69350557,Long,,Palmerston-Little Italy,43.6578384,-79.4084635,Private room,99,1,165,2024-09-05,6.75,8,309,57,STR-2207-GPWBHG
39858090,fuscia,112754391,Mike,,Trinity-Bellwoods,43.65609,-79.40771,Entire home/apt,,28,0,,,1,269,0,
39859863,Corporate Stays | Richmond | Modern Bright 1BR,38459934,Vladimir,,Waterfront Communities-The Island,43.64952,-79.38796,Entire home/apt,300,31,1,2020-01-03,0.02,62,88,0,
39864804,Corporate Stays | Richmond | Sleek & Polished 1BR,38459934,Vladimir,,Waterfront Communities-The Island,43.64952,-79.38796,Entire home/apt,,31,0,,,62,0,0,
39885737,Private floor room + Tv + Private bathroom in room,41370583,Peter,,Dorset Park,43.76648,-79.27378,Private room,52,28,6,2023-07-09,0.11,3,90,0,
39888674,Sunny Spacious Private Bedroom in Forest Hill,307179160,Raffi,,Forest Hill South,43.69003,-79.41682,Private room,,28,1,2020-01-31,0.02,1,0,0,
39888695,Perfect for Business Travelers!,85735894,Varun,,Waterfront Communities-The Island,43.64378,-79.39377,Entire home/apt,,28,21,2020-10-27,0.36,2,0,0,
39891713,Room 31 Wellesley Manor Boutique Hotel,72335330,Wellesley Manor,,Church-Yonge Corridor,43.66619,-79.38225,Private room,,28,0,,,6,0,0,
39891906,Room 22 Wellesley Manor Boutique Hotel,72335330,Wellesley Manor,,Church-Yonge Corridor,43.66391,-79.38178,Private room,,28,0,,,6,0,0,
39894896,Wellesley Manor Boutique Hotel - Queen Suite,72335330,Wellesley Manor,,Church-Yonge Corridor,43.666,-79.38188,Private room,,28,1,2020-01-01,0.02,6,0,0,
39898587,Cozy 2 Bed Suite in Toronto!,307318572,Elimeen Eugenie,,Junction Area,43.66146,-79.47801,Entire home/apt,135,28,51,2024-09-02,0.90,1,110,15,STR-2012-FQCPHC
39900959,112#204Private room  in Kensington market,301284218,Luke,,Kensington-Chinatown,43.65538,-79.40456,Private room,,28,37,2020-10-26,0.63,9,0,0,
39901049,Private room 203 located at Kensington market,301284218,Luke,,Kensington-Chinatown,43.65661,-79.40514,Private room,,28,23,2020-10-05,0.39,9,0,0,
39902163,Modern Clean Spacious Condo Living,261536879,Karen,,Rexdale-Kipling,43.732,-79.57634,Entire home/apt,70,180,0,,,1,180,0,
39909916,4 month rental at Stunning Downtown Condo,4894948,Emily,,Waterfront Communities-The Island,43.64235,-79.401,Entire home/apt,200,28,0,,,1,173,0,
39915278,Sunny Private bedroom in Downtown Toronto,114261806,Sarvjot,,Waterfront Communities-The Island,43.64266,-79.38239,Private room,99,28,36,2024-07-31,0.62,3,101,17,STR-2308-FJYDVP
39917720,Ideal Toronto Base in the Annex,10899471,Stephanie,,Annex,43.66854,-79.41239,Entire home/apt,115,28,38,2024-04-27,0.66,3,270,2,STR-2102-FTQRVC
39920205,202Private 3 people room located Kensington market,301284218,Luke,,Kensington-Chinatown,43.65632,-79.40452,Private room,,28,24,2020-09-30,0.41,9,0,0,STR-2012-GCQPHF
39928131,Luxury Executive Condo Yorkville,223699816,Vanessa,,Annex,43.67121124684248,-79.38897262395287,Entire home/apt,188,28,11,2024-07-28,0.71,3,186,4,STR-2302-FVWKVR
39942185,Large and Spacious 1 bedroom Bluff Side apartment,307890067,Kostoula,,Cliffcrest,43.7308,-79.23039,Entire home/apt,90,28,20,2024-07-10,0.35,1,207,4,
39942281,Very cozy apartment and convenient location,307886296,Lioudmila,,Flemingdon Park,43.71013,-79.33298,Entire home/apt,,28,0,,,1,0,0,
39942736,37 millgate small room,220872154,Farshid,,Bayview Village,43.7713,-79.3851,Private room,,28,6,2020-04-30,0.10,1,0,0,
39946504,Fancy & Spacious One Bedroom Condo @ Yonge & Bloor,685702,Toronto,,Church-Yonge Corridor,43.67033,-79.38618,Entire home/apt,180,28,3,2022-08-14,0.05,1,243,0,
39947465,Sky’s the Limit - CN TOWER VIEW w/Parking,307931347,David,,Waterfront Communities-The Island,43.63955,-79.39851,Entire home/apt,,28,28,2020-04-30,0.48,2,0,0,
39952676,Spectacular 2 BDR+ 2BTH/ Free Parking/ North York,54422135,"Seyedeh,Afarin",,Willowdale East,43.77516,-79.41209,Entire home/apt,400,28,0,,,36,246,0,
39966701,Bright Trendy Leslieville Loft,18845298,Louisa,,South Riverdale,43.66455,-79.34193,Entire home/apt,223,4,3,2024-08-27,2.73,1,31,3,STR-2407-GGDPPS
39968945,2 Bd/2 Bth Deluxe Furnished Condo-Downtown Toronto,169697179,DelSuites,,Waterfront Communities-The Island,43.64293,-79.39278,Entire home/apt,244,30,0,,,28,170,0,
39973970,New High Park Roncesvalles,146226441,Inna,,High Park-Swansea,43.65273,-79.4525,Entire home/apt,89,28,121,2024-08-05,2.07,34,304,4,STR-2010-GBJKPD
39976018,Private Room in 900sqft 2bd ap. Downtown CN-Tower,21556028,Anton,,Waterfront Communities-The Island,43.63752,-79.39009,Private room,,28,1,2019-12-15,0.02,1,0,0,
39976938,BEAUTIFUL CONDO IN THE CENTRE OF DOWNTOWN,134074325,Contemporary,,Waterfront Communities-The Island,43.64032,-79.39903,Private room,200,28,139,2022-11-27,2.37,2,90,0,STR-2012-GMDVHG
39987932,Your Home Away From Home!,284236961,Shona,,O'Connor-Parkview,43.70096,-79.29979,Entire home/apt,140,1,109,2024-09-03,1.90,1,277,33,STR-2010-GHQKPF
39989577,PARKLAWN & LAKESHORE VERY STYLISH CONDO!,13903299,Keyon Fraser,,Mimico (includes Humber Bay Shores),43.62672,-79.47702,Entire home/apt,,28,12,2020-03-15,0.21,1,0,0,
39991786,Cozy & Comfortable,308353373,Yousef,,Willowdale West,43.77842,-79.41591,Entire home/apt,,28,26,2024-08-13,0.45,5,77,3,
39993040,"Large room with private bathroom,little Italy",308376590,Xuemei,,Palmerston-Little Italy,43.65569,-79.42407,Private room,111,1,308,2024-08-21,5.28,3,58,67,STR-2103-GGCRVF
39994472,Private Bsmt Room/Bath/Entrance-Bayview & Eglinton,21088128,Edgard,,Bridle Path-Sunnybrook-York Mills,43.71223,-79.38185,Private room,80,28,1,2019-12-13,0.02,1,179,0,
40001689,Cozy room in townhouse,138906901,Vi,,Dovercourt-Wallace Emerson-Junction,43.66575,-79.44607,Private room,,28,0,,,2,0,0,
40009968,Room near Eglinton and Victoria,136402600,Michael,,Wexford/Maryvale,43.72922,-79.29963,Private room,,28,2,2020-02-09,0.04,1,0,0,
40011003,King West chic & cozy condo,306032246,Mina,,Waterfront Communities-The Island,43.64609,-79.39078,Entire home/apt,,28,3,2020-02-24,0.05,1,0,0,
40012267,"Cozy Private Room 
 & Bath for Low Budget Traveler",183021091,Vera,,Eringate-Centennial-West Deane,43.65963363647461,-79.56753540039062,Private room,57,28,4,2023-06-21,0.15,2,163,0,
40031415,Chic 1 BD in heart of Downtown Toronto,308744825,Sadek,,Waterfront Communities-The Island,43.63946,-79.37979,Entire home/apt,,30,11,2021-03-01,0.19,1,0,0,STR-2012-FPVHHC
40033972,Event Space with LED lights near Dundas Square,308763111,Canarts,,Bay Street Corridor,43.65505,-79.38305,Private room,,28,8,2020-10-03,0.14,2,364,0,Exempt
40039037,One room for short stay,234351593,Charles,,Banbury-Don Mills,43.7527,-79.36246,Private room,50,28,0,,,2,364,0,
40041158,Luxurious Toronto Condo with a LAKE VIEW!,308789059,Moe,,Waterfront Communities-The Island,43.63977,-79.39641,Entire home/apt,189,180,14,2020-06-30,0.24,1,270,0,
40042932,.,279762477,Timo,,Waterfront Communities-The Island,43.644,-79.38194,Entire home/apt,,28,42,2020-03-22,0.72,1,0,0,
40367908,"Cozy & Bright, Conveniently Located, Quiet Area",311914207,David,,Stonegate-Queensway,43.63521,-79.49291,Private room,,28,5,2020-03-07,0.09,4,0,0,
40368466,Corporate Stays | Studio 2 | Elegant 1BR Apartment,38459934,Vladimir,,Waterfront Communities-The Island,43.64906,-79.38866,Entire home/apt,310,30,1,2021-03-31,0.02,62,87,0,
40369247,"Downtown Condo, Amenities, Free Parking, 4 guests",312035011,Vladimir,,Niagara,43.6359,-79.40502,Entire home/apt,300,28,39,2023-09-29,0.70,1,90,2,STR-2012-HZTBHM
40369837,Corporate Stays | Studio 2  Gorgeous 1BR Apartment,38459934,Vladimir,,Waterfront Communities-The Island,43.64906,-79.38866,Entire home/apt,310,31,2,2020-08-29,0.04,62,88,0,
40372523,Affordable 1B Loft DOWNTOWN Entertainment District,17482137,Travis,,Niagara,43.6433,-79.40733,Entire home/apt,,28,1,2019-12-16,0.02,1,0,0,
40376320,"Centrally located,minutes to subway, FREE PARKING",312092034,Emily And Nat,,Bay Street Corridor,43.66687,-79.38634,Entire home/apt,,28,19,2020-10-28,0.33,1,0,0,
40377179,★zZz Landmark View★ Modern Suite Downtown+Parking,61713393,Berta,,Waterfront Communities-The Island,43.6407,-79.39757,Entire home/apt,,28,12,2020-02-09,0.21,2,0,0,
40093063,Modern 1BR Executive-Style Condo - Sleeps 4,309364369,Jas,,Moss Park,43.65295,-79.37138,Entire home/apt,145,28,19,2024-07-08,0.33,2,294,4,
40094520,Perfect DOWNTOWN Cozy Bird’s Nest,309382598,Hafssa,,South Parkdale,43.63966,-79.42676,Private room,,28,2,2019-11-30,0.03,1,0,0,
40094981,Specious modern newly built basement apartment,309374465,Kamrun,,Clairlea-Birchmount,43.70984,-79.29607,Entire home/apt,,28,6,2022-07-10,0.11,1,0,0,
40112408,Bright New 1 Bedroom in Leslieville,71579216,Adam,,South Riverdale,43.6649,-79.33199,Entire home/apt,185,3,10,2024-04-22,0.17,1,85,7,STR-2401-FVZRVR
40125352,Affordable Downtown West place,51924016,Loxley,,Dovercourt-Wallace Emerson-Junction,43.67006,-79.44665,Private room,66,28,1,2020-08-11,0.02,1,90,0,
40131218,Brand New Spacious Home - Heart of Leslieville!,14014850,Tom,,South Riverdale,43.65955,-79.3425,Entire home/apt,,28,4,2020-01-20,0.07,1,0,0,
40133923,Single room in beautiful area of Toronto west,309725435,Vince,,Edenbridge-Humber Valley,43.68367,-79.51509,Private room,50,5,2,2023-07-01,0.13,2,175,0,STR-2407-GLSVPT
40135094,Perfect City Getaway (for urban and park lovers),8725178,Shem,,Niagara,43.63693,-79.40567,Entire home/apt,,28,3,2020-03-17,0.05,1,0,0,
40135311,Sonder The Slate | King Room,301014754,Sonder (Toronto),,Waterfront Communities-The Island,43.64644,-79.39264,Private room,354,1,184,2024-08-18,3.23,32,326,11,Approved by government
40137004,Luxury+Location+GreatViews: Downtown by CN Tower,302964050,Puneet,,Waterfront Communities-The Island,43.64466,-79.38822,Entire home/apt,,29,2,2020-02-18,0.04,1,0,0,
40137868,Instant Suites -Stunning Designer Studio Yorkville,37918663,Instant Suites,,Annex,43.67027,-79.39434,Entire home/apt,180,28,77,2024-05-19,1.32,1,79,6,
40146547,Super cozy beach house in city!,15808611,Stephanie,,South Parkdale,43.6357,-79.43012,Entire home/apt,275,28,5,2024-06-18,0.43,1,363,5,STR-2303-HMHDVX
40170524,New Basement Guest Suite in West Toronto,109011743,H,,Rockcliffe-Smythe,43.67907,-79.49344,Entire home/apt,,28,6,2020-03-18,0.11,1,0,0,
40174151,"Luxury, Convenience, Entertainment, Great hosts!",310193637,Farshid,,Waterfront Communities-The Island,43.64468,-79.36324,Entire home/apt,150,28,7,2021-07-31,0.12,1,90,0,
40175867,Cozy Cottage-like apartment in trendy Bloorcourt,2402112,Taesnine,,Dovercourt-Wallace Emerson-Junction,43.66571,-79.43417,Private room,140,2,78,2024-06-06,1.37,1,333,23,STR-2109-FXWVHD
40183121,Silver Room: Double bed 9 minute walk to UP Train,76832937,Rose,,Weston,43.69643,-79.50792,Private room,53,1,103,2024-08-27,1.80,2,278,31,STR-2107-HXPPHL
40202963,Bright Studio Apt Downtown Toronto,9032193,Lissa,,Church-Yonge Corridor,43.66779,-79.37933,Entire home/apt,,90,2,2021-01-14,0.04,1,0,0,STR-2012-HHTBHJ
40204854,Monthly shared condo in heart of downtown,310504640,Sana,,Waterfront Communities-The Island,43.63973,-79.39893,Private room,,90,9,2020-01-13,0.15,1,83,0,
40205565,3 Bd/3 Bth-Upscale Furnished Townhome-Parc Nuvo,169697179,DelSuites,,Islington-City Centre West,43.6389045715332,-79.53498840332031,Entire home/apt,,30,0,,,28,0,0,
40206908,Renovated 1 Bedroom Basement Apartment,183692496,Oksana,,Newtonbrook West,43.78259,-79.44274,Entire home/apt,85,28,12,2023-02-28,0.22,2,246,0,
40208543,Luxury one bed+Den Downtown in front of CN Tower,49585560,Fady,,Waterfront Communities-The Island,43.63941,-79.39169,Entire home/apt,120,31,0,,,1,339,0,
40210270,Basement with private washroom - 20 mins to core,185225836,Osama,,Weston-Pellam Park,43.67885,-79.46797,Private room,,28,4,2020-01-31,0.07,1,0,0,
40212182,Lama abode,310579686,Sama,,Highland Creek,43.78808,-79.17449,Private room,,28,0,,,1,0,0,
40212309,Luxury Modern Lakeview Condo minutes from CN Tower,310581473,Toloue,,Waterfront Communities-The Island,43.63919,-79.39725,Entire home/apt,,28,29,2020-04-19,0.50,1,0,0,
40212460,Downtown West Entire Basement,289668916,Yifei,,Dufferin Grove,43.65687,-79.44414,Entire home/apt,69,28,6,2022-08-27,0.10,1,128,0,STR-2012-HHMBHJ
40216486,Luxury room and private washroom,310612059,Adel,,Waterfront Communities-The Island,43.63762,-79.3996,Private room,200,90,1,2019-12-07,0.02,1,180,0,
40219369,Refresh Room near Finch Station [B3],58113832,Sun,,Newtonbrook East,43.7874,-79.41058,Private room,40,29,15,2024-06-24,0.26,7,330,1,
40222941,Clean room in Toronto downtown waterfront,119701383,Bakhtier,,Niagara,43.63743,-79.40124,Private room,,28,1,2019-11-24,0.02,1,0,0,
40228475,Amazing 1 Bedroom Condo in Queen West Area!,276105708,Andrew,,Little Portugal,43.64213,-79.42305,Entire home/apt,,365,0,,,1,0,0,STR-2101-FVDXVD
40231582,Beach Retreat in the Heart of the City-27B,310717311,Louise,,The Beaches,43.66932,-79.2934,Entire home/apt,145,28,40,2023-08-27,0.69,1,191,0,
40235114,Luxury 3 Bedroom in the Heart of King West,310741985,Lauren,,Waterfront Communities-The Island,43.64213,-79.39927,Entire home/apt,,28,0,,,1,0,0,
40237829,Luxury Condo in downtown CN Tower MTCC TIFF Union,488090714,Aarti,,Waterfront Communities-The Island,43.644065856933594,-79.38899230957031,Entire home/apt,423,28,205,2024-09-01,3.54,1,39,44,STR-2106-HGJRVJ
40239606,A place where you feel happy.,308430311,Agnes,,Westminster-Branson,43.77212,-79.45372,Private room,55,28,0,,,1,89,0,
40239708,Charming Family Home - Airport & Downtown Access,116283610,Vesna,,Islington-City Centre West,43.65268,-79.55061,Entire home/apt,,28,9,2020-02-23,0.16,1,0,0,
40242207,"Lake & CN Tower View, King Beds, Free PRKG, MTCC",181892549,Mohammed,,Waterfront Communities-The Island,43.64413,-79.38941,Entire home/apt,215,28,61,2024-08-12,1.11,2,90,1,STR-2308-GKPRVT
40258037,Architect's New Home on Geary,1660613,Elle,,Wychwood,43.6719,-79.43318,Entire home/apt,175,30,0,,,2,141,0,
40258502,Toronto U-Home BSMT Spacious Room,275282572,Mingqiang,,Stonegate-Queensway,43.64479,-79.52224,Private room,39,7,3,2024-07-23,0.05,2,79,1,STR-2305-GMXVHT
40261219,EXECUTIVE LOFT ON KING WEST,310955162,Kareem,,Waterfront Communities-The Island,43.64297,-79.40114,Entire home/apt,,28,0,,,1,0,0,
40267387,Super clean Executive suite | Msg for 31+day stays,311051988,Atiqa,,Church-Yonge Corridor,43.65887,-79.38195,Entire home/apt,190,31,31,2024-08-19,0.53,1,41,4,
40279984,"Very nice place downtown toronto, for unique",311156502,Mohamed,,Waterfront Communities-The Island,43.64016,-79.39771,Entire home/apt,,28,0,,,1,0,0,
