id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40283224,Toronto Marina South Beach Town Home Condominium,311179556,Philip,,Niagara,43.6347,-79.4004,Entire home/apt,319,28,0,,,1,179,0,
40283691,Private room two blocks from the Beach,54534415,Renata,,The Beaches,43.67071,-79.29215,Private room,,28,1,2019-12-14,0.02,1,0,0,
40289218,Unobstructed CN Tower Views,176254431,Gelareh,,Waterfront Communities-The Island,43.64147,-79.38252,Entire home/apt,,28,3,2020-03-08,0.05,2,0,0,
40289238,Luxury Studio with Panoramic Downtown Toronto View,311241702,Ashley,,Waterfront Communities-The Island,43.64466,-79.39395,Entire home/apt,82,180,7,2024-07-01,0.13,1,258,2,
40308022,Coleman Ave BR with Private WR near Subway Station,132038673,Yonglei,,East End-Danforth,43.68947,-79.29866,Private room,40,31,11,2022-12-06,0.21,9,354,0,
40310724,Spacious 1Bdrm Condo + Free Pkg in DowntownToronto,46323965,Justin,,Bay Street Corridor,43.65884,-79.38466,Entire home/apt,,28,4,2019-12-26,0.07,1,0,0,
40323693,MMG PS Premium Suite - City View!,50396723,Frankie,,Waterfront Communities-The Island,43.64752,-79.392703,Entire home/apt,146,28,222,2024-05-01,3.88,16,177,2,STR-2203-GXRBHH
40341452,"1 bedroom w/parking by Metro, HWY. Safe, MONTHLY",86860402,Praveen,,Clanton Park,43.75056,-79.45195,Entire home/apt,,365,11,2020-03-23,0.19,1,263,0,
40348898,Ginger cushions in a cosy apartment in the Village,940908,German,,Cabbagetown-South St.James Town,43.66598,-79.37677,Entire home/apt,110,7,6,2024-08-03,0.11,1,66,2,STR-2307-GPLBHT
40349107,Cozy 1 BD Basement Apt w/ Separate Entrance,311818674,Edgardo,,West Hill,43.75907,-79.19843,Entire home/apt,71,28,43,2023-01-07,0.74,1,278,0,STR-2010-HGSXPJ
40351065,Stylish & Bright 1 Bedroom+Den Uptown Condo,260621756,AriaRenTo,,Willowdale East,43.7754,-79.41295,Entire home/apt,,28,2,2020-01-05,0.04,1,0,0,
40353162,Chic place in Toronto’s most exclusive location,135278014,Vanja,,Annex,43.6703938,-79.39430279999999,Entire home/apt,329,1,65,2024-08-15,1.13,1,343,15,STR-2009-JDQHBM
40353772,"Spacious & New, Conveniently located, Quiet Area",311914207,David,,Stonegate-Queensway,43.63471,-79.49294,Private room,,30,3,2020-03-15,0.05,4,0,0,
40364947,Private room,255737244,Natalie,,Stonegate-Queensway,43.63765,-79.5204,Private room,,30,1,2020-03-15,0.02,1,0,0,
40365312,Corporate Stays  Pinnacle Stylish Cosmopolitan 1BR,38459934,Vladimir,,Waterfront Communities-The Island,43.64763,-79.39041,Entire home/apt,300,31,1,2020-01-25,0.02,62,85,0,
40366106,"Nice & Bright, Near Downtown, Lake, TTC, Good area",311914207,David,,Stonegate-Queensway,43.63648,-79.49369,Private room,,28,1,2020-02-15,0.02,4,0,0,
40366762,Corporate Stays | 300 Front | Chic 1BR Apartment,38459934,Vladimir,,Waterfront Communities-The Island,43.64413,-79.3894,Entire home/apt,340,31,0,,,62,88,0,
40366959,Luxury 2+2 condo in a great place,259828265,Roya,,Willowdale East,43.75716,-79.40494,Entire home/apt,250,28,1,2020-01-02,0.02,1,89,0,
40367593,Corporate Stays | 300 Front Elegant 1BR Apartment,38459934,Vladimir,,Waterfront Communities-The Island,43.64413,-79.3894,Entire home/apt,340,31,0,,,62,88,0,
40708086,❤️Flex Policy|Staycation-King|Queen Suites❤️2BR2BT,142861399,Shilpa,,Mimico (includes Humber Bay Shores),43.62487,-79.48757,Entire home/apt,171,30,15,2024-08-06,0.26,2,130,1,
40708563,One Bedroom Apartment,145417410,Manuvithya,,Dovercourt-Wallace Emerson-Junction,43.66219,-79.44414,Entire home/apt,122,3,89,2024-08-15,1.54,1,162,26,STR-2101-GCXXVF
40708794,"Large 2 Bed 2 Bath Condo, Across from the CN Tower",85735894,Varun,,Waterfront Communities-The Island,43.63947,-79.39629,Entire home/apt,,28,27,2020-10-13,0.47,2,0,0,
40711050,Stunning 2bedroom 2bath with views of downtown,246616094,Mark,,Niagara,43.63581,-79.40461,Entire home/apt,328,28,22,2021-05-16,0.38,2,90,0,
40720502,Family Home in Leslieville w/parking,50415961,Pall,,South Riverdale,43.65991,-79.33519,Entire home/apt,,28,2,2020-03-13,0.04,1,0,0,
40725319,Private room with Ensuite Bath. 2 mins to Subway,157840461,Kristina,,Dovercourt-Wallace Emerson-Junction,43.67009,-79.4463,Private room,80,3,8,2024-08-20,0.14,1,159,3,STR-2302-GWSXVV
40727271,Sadaf’s place,316134732,Sadaf,,Willowdale West,43.77318,-79.43335,Private room,,28,0,,,1,0,0,
40728935,Your Own Bathroom (Ensuite). Parking Available,316158731,David,,Caledonia-Fairbank,43.68891,-79.45645,Private room,87,28,19,2024-06-01,0.33,1,48,6,STR-2110-GLCVHG
40729698,"Cute 2+1 Bdrm, 1 Bath w/Prking @ Trinity Bellwoods",161392,Don,,Niagara,43.64361,-79.41362,Entire home/apt,295,3,56,2024-09-01,2.60,2,22,29,STR-2210-HXDKVL
40729987,Long-Term Condo Rental,26817595,Mike,,Islington-City Centre West,43.63954,-79.5592,Entire home/apt,149,90,4,2020-08-16,0.07,1,321,0,
40730545,Spacious 2 bedroom 2 bathroom Down Town - Toronto,64543781,Juan Pablo,,South Parkdale,43.63979,-79.42426,Private room,,30,0,,,1,0,0,
40735349,"Chic, Modern and Stylish Room DOWNTOWN by Bathurst",316265097,Enes,,Annex,43.6684,-79.41297,Private room,,28,6,2020-03-27,0.11,1,0,0,
40776840,6 Nest Blue Jays City Place Downtown Toronto,248107260,Sera And Tash,,Waterfront Communities-The Island,43.64445,-79.3927,Entire home/apt,184,28,4,2023-10-15,0.07,1,337,1,
40780896,"*Sun-Filled House, Private Entry & Large Backyard*",316836234,Charles,,Kingsview Village-The Westway,43.70248,-79.5584,Entire home/apt,,28,20,2023-12-21,0.35,1,170,1,
40783431,2BDRM Luxury Yorkville Condo! Exclusive/Downtown,10352387,Sufyan,,Annex,43.66943,-79.39346,Entire home/apt,395,4,15,2024-08-28,0.27,3,261,4,STR-2405-GGSRVS
40786901,"Cozy New 3 BR Suite,  Good Location, Free Parking",311914207,David,,Stonegate-Queensway,43.63435,-79.49513,Entire home/apt,,28,0,,,4,0,0,
40794765,"SoloUnit.Pvt.Bath&Kitchen,St.LvL,No cln.Fee,C.L.E.",428428857,Kala,,Greenwood-Coxwell,43.66822,-79.31814,Private room,100,28,70,2023-03-05,2.02,1,270,0,STR-2110-FXZHHD
40795800,Beautiful Renovated Split-Level House,35338845,Esther,,Westminster-Branson,43.76714,-79.44277,Entire home/apt,,28,6,2020-10-03,0.11,1,0,0,
40798649,Fireside 2 Bedroom + Den Bungalow in West Rouge,155230504,Paul,,Rouge,43.79828,-79.1367,Entire home/apt,99,28,6,2024-09-01,0.17,8,180,3,
40802522,Cozy Two bedroom Apartment,130894728,Courtney,,Keelesdale-Eglinton West,43.68214,-79.46293,Entire home/apt,,28,5,2020-04-08,0.09,4,0,0,STR-2011-HGSXVJ
40815297,"Bright, centrally located Toronto apartment",208891609,Karen,,Bridle Path-Sunnybrook-York Mills,43.71428,-79.3864,Entire home/apt,110,28,18,2024-03-13,0.33,1,122,3,
40816256,Toronto Gorgeous Trinity Bellwoods Park 2 Bedroom,185046129,Cara,,Niagara,43.644642717146034,-79.41338552436433,Entire home/apt,244,3,109,2024-08-25,1.92,1,16,24,STR-2012-GCTBHF
40818252,3 Level Town in High Park-Junction,18896932,Magdalena,,Junction Area,43.67408,-79.46715,Entire home/apt,286,7,14,2024-08-15,0.28,1,155,2,STR-2105-HFBKVJ
40823367,Spacioius and bright entire 3 bedroom in Etobicoke,317529496,Pavlo,,Markland Wood,43.63049,-79.56036,Entire home/apt,85,28,13,2022-02-28,0.23,1,80,0,
40825439,Bedroom in Healthy Holistic Home - 1 person,26714305,Katie,,Willowdale West,43.76972,-79.4341,Private room,,28,3,2022-08-01,0.05,1,365,0,
40833151,Amazing 2BDR Condo Townhouse with Indoor Parking,317682808,Zi Gang,,Newtonbrook West,43.78557,-79.41832,Entire home/apt,,28,3,2019-12-29,0.05,1,177,0,
40835342,Danforth Withrow Park Basement Studio,246638,Van Hau,,North Riverdale,43.67386,-79.34834,Entire home/apt,75,28,18,2024-08-04,0.33,2,179,3,STR-2012-FDWPHB
40835718,温馨客栈,206140980,Leo,,Kensington-Chinatown,43.65069,-79.39845,Entire home/apt,,28,0,,,1,0,0,
40842170,Junction Venue for private events/parties,317859074,Green,,Junction Area,43.66528,-79.47133,Entire home/apt,550,28,0,,,1,362,0,
40843430,Nice Private Room +Subway,228793542,Kian,,Briar Hill-Belgravia,43.69915,-79.44019,Private room,,28,58,2023-11-03,1.20,9,0,4,STR-2012-FVQKVD
40847785,Two bed Room two washroom,181582220,Ching,,Annex,43.66968,-79.39524,Entire home/apt,,28,0,,,1,0,0,
40864034,Charming 1+1-BR Condo in DT Toronto,785826,Sky View,,Waterfront Communities-The Island,43.64427,-79.39295,Entire home/apt,209,28,2,2022-03-31,0.05,101,204,0,
40865232,"Private Annex 2 BR, Newly Renovated",35091862,David,,Annex,43.66978,-79.40815,Entire home/apt,150,28,65,2024-04-27,1.14,1,128,1,STR-2010-HHBDVJ
40866354,"Charming, Modern and Bright, 2-bed Flat",19834502,Mirella,,Danforth East York,43.69273,-79.31812,Entire home/apt,109,28,2,2020-03-21,0.04,2,75,0,
40869210,Beautiful Starting Point in Toronto,318164117,Ralf,,Little Portugal,43.64716,-79.42535,Entire home/apt,,28,0,,,1,0,0,
40870274,Cute & Cosy studio In Heart of Downtown Toronto,318182741,Natalia,,Bay Street Corridor,43.65374,-79.37992,Entire home/apt,121,28,42,2024-02-29,0.73,1,140,5,
40872330,Newly Renovated 2 Bedroom Prvt Suite East Downtown,317584405,Waqas,,Danforth East York,43.69156,-79.33618,Entire home/apt,106,28,36,2023-11-01,0.64,1,179,1,STR-2407-FWBBPR
40873365,Modern 1BR In Downtown TO King West-Free Parking,301747040,Hadi,,Niagara,43.641359,-79.4066355,Entire home/apt,88,31,23,2024-07-31,0.40,6,89,4,
40873970,Cozy Retreat @ Downtown Toronto Queen / King West,301747040,Hadi,,Niagara,43.64192199707031,-79.40496063232422,Entire home/apt,76,31,27,2024-06-12,0.47,6,66,5,
40876050,Renovated Bachelor Unit + Free Parking,318276587,Anila,,North St.James Town,43.67116579378783,-79.37670676934421,Entire home/apt,186,28,45,2024-08-19,0.79,1,61,10,STR-2403-JBZVHZ
40886233,New! 2Bed/2Bath+Free Parking in Historic Fort York,61262304,Khushwinder,,Niagara,43.63586661310588,-79.40605684711069,Entire home/apt,280,3,16,2024-08-28,0.29,1,30,10,STR-2312-FVBXVR
40890022,One bedroom Unit,40120407,Toronto,,Bay Street Corridor,43.64946,-79.38667,Entire home/apt,95,28,3,2024-03-16,0.09,8,362,1,
40893850,1 Bed Suite with SAUNA+Gym in East York,318508060,Ted,,Old East York,43.69768,-79.33857,Entire home/apt,,28,6,2020-07-09,0.11,1,0,0,
40896009,Cozy Apartment with Lakeview,318547684,Slava,,Mimico (includes Humber Bay Shores),43.62406,-79.48289,Entire home/apt,,28,8,2022-12-07,0.14,1,0,0,
40905911,Heavenly condo,68247916,Edward,,Kennedy Park,43.72612,-79.25133,Entire home/apt,200,28,5,2020-06-09,0.09,1,178,0,
40936004,Peace - Luxury Executive Condo Bay & College,5988339,Toronto Luxury Suites,,Bay Street Corridor,43.66127,-79.3872,Entire home/apt,192,30,1,2021-08-06,0.03,10,318,0,
40940798,@The CN Tower,44885783,Marie,,Waterfront Communities-The Island,43.64379,-79.39014,Entire home/apt,195,31,17,2024-08-01,0.30,1,62,1,
40947166,토론토한인민박베뷰홈,319036663,Choon Hwa,,Willowdale East,43.76507127502167,-79.38939970373696,Private room,80,28,15,2023-10-31,0.56,2,363,4,STR-2009-GVCHBH
40948723,Sonder The Slate | Stellar King Suite w/ Balcony,301014754,Sonder (Toronto),,Waterfront Communities-The Island,43.64815,-79.39422,Private room,450,1,5,2022-11-02,0.09,32,271,0,Approved by government
40948780,Sonder The Slate | Lofted King Suite w/ Balcony,301014754,Sonder (Toronto),,Waterfront Communities-The Island,43.64842,-79.3929,Private room,360,1,39,2024-01-06,0.69,32,292,2,Approved by government
40948840,Sonder The Slate | King Suite,301014754,Sonder (Toronto),,Waterfront Communities-The Island,43.64823,-79.39263,Private room,317,1,5,2022-11-13,0.09,32,276,0,Approved by government
40948848,Sonder The Slate | Superior Loft Suite+ w/ Balcony,301014754,Sonder (Toronto),,Waterfront Communities-The Island,43.64634,-79.39413,Private room,401,1,4,2023-06-30,0.07,32,278,0,Approved by government
40951117,Executive Suite with Best Views + Parking,102716543,Wade,,Waterfront Communities-The Island,43.64537,-79.37718,Entire home/apt,292,4,74,2024-08-30,1.30,1,252,9,STR-2407-HSQHPY
40951253,Beautifully Designed 1BR Luxury Condo in King West,309364369,Jas,,Waterfront Communities-The Island,43.64683,-79.39454,Entire home/apt,139,28,34,2024-07-06,0.61,2,232,6,STR-2012-JDKVHM
40962047,Gorgeous 1 Bdr Penthouse Best location Toronto,157744042,Mohammadhossein,,Willowdale East,43.7595215756395,-79.40742863181363,Entire home/apt,105,28,0,,,1,119,0,
40964285,Sonder The Slate | Queen Room,301014754,Sonder (Toronto),,Waterfront Communities-The Island,43.64828,-79.3923,Private room,322,1,131,2024-08-19,2.29,32,316,16,Approved by government
40967992,Cozy one bedroom and a den suite,239382198,Atik,,Moss Park,43.65753,-79.37298,Entire home/apt,297,28,0,,,1,179,0,
40982610,Luxury bohemian loft in the heart of Leslieville,262777,Meysam,,South Riverdale,43.66785,-79.33524,Entire home/apt,250,28,2,2022-07-31,0.07,1,146,0,STR-2208-JGDHHM
40988782,Grey suite in South Etobicoke,131549006,Damian,,New Toronto,43.6069,-79.50856,Entire home/apt,60,28,47,2024-05-01,0.83,3,134,4,
40991228,Private room for one female guest by subway line,198626894,Sadia,,Taylor-Massey,43.69529,-79.29364,Private room,,28,0,,,1,0,0,
41001441,Luxurious•Central•King bed•Free Parking•2Baths,81186449,Paul,,Bedford Park-Nortown,43.73097,-79.43058,Entire home/apt,221,3,72,2024-07-02,1.26,1,67,13,STR-2206-JCKDVM
41003795,Newly renovated modern space room No 1 & furnished,319882486,Md Ezaz,,Malvern,43.80648556375162,-79.20861091999745,Private room,60,28,195,2024-06-15,3.42,5,166,1,STR-2010-GDYXPF
41004519,Furnished Private Room at Heart of North York,153394703,Amir,,Willowdale East,43.7575,-79.4037,Private room,,28,1,2020-01-05,0.02,1,0,0,
41006183,comfortable101,296412580,Yang,,St.Andrew-Windfields,43.749393463134766,-79.3945541381836,Private room,,365,9,2023-08-15,0.16,2,88,0,STR-2012-HZJKVM
41006478,Luxury Villa102,296412580,Yang,,St.Andrew-Windfields,43.7482,-79.39434,Private room,,300,39,2022-12-29,0.68,2,87,0,STR-2012-HZJKVM
41011433,Queen Bedroom (Bird)-Bayview Village-No Parking,320041926,Dinh Nhan,,Bayview Woods-Steeles,43.79189031440529,-79.371642818131,Private room,91,1,3,2023-06-15,0.13,2,68,0,STR-2208-FVMVHD
41020749,Spacious condo with lakefront view,119789100,Thomas,,Waterfront Communities-The Island,43.64075,-79.3897,Private room,,28,0,,,1,0,0,
40381042,Modern & Chic Condo Downtown Toronto,16249882,Jason,,North St.James Town,43.67187,-79.37814,Private room,,28,0,,,1,0,0,
40393898,Comfortable 2 Bed-room Apartment,98712163,Jawad,,Dorset Park,43.76829,-79.2833,Entire home/apt,150,28,2,2020-01-01,0.04,1,179,0,
40394114,Corporate Stays | Richmond | Bright 2BR,38459934,Vladimir,,Waterfront Communities-The Island,43.64952,-79.38796,Entire home/apt,398,31,3,2023-09-16,0.13,62,85,1,
40395497,✨Toronto Cozy Guest Suite✨💫🏠🧿,312250265,Ediz,,Rockcliffe-Smythe,43.66851,-79.49334,Private room,250,28,71,2023-11-05,1.22,2,309,5,STR-2203-HBTPHJ
40405431,Double room 2 beds very nice area of Toronto west,309725435,Vince,,Edenbridge-Humber Valley,43.68176,-79.51675,Private room,60,30,0,,,2,358,0,
40408587,Cozy Basement Steps Away From Subway Station,30736475,Aryan,,East End-Danforth,43.6836,-79.3114,Entire home/apt,,3,17,2023-11-01,0.81,1,0,3,STR-2209-GCJDVF
40421233,1BR in the Heart of the Entertainment District,69342472,John,,Waterfront Communities-The Island,43.64644,-79.39745,Entire home/apt,,28,0,,,2,0,0,
40428662,Bright 1 bedroom - High Park,177659502,Sarah,,High Park North,43.65367,-79.46494,Entire home/apt,100,28,6,2023-05-23,0.18,1,365,0,
40434986,Spacious apartment close to subway,312754740,Masoumeh,,Newtonbrook East,43.78797,-79.4161,Private room,,28,1,2020-02-23,0.02,1,179,0,
40441810,New 1BR by Queen West Walk anywhere,146226441,Inna,,Trinity-Bellwoods,43.64746,-79.41687,Entire home/apt,107,28,61,2022-09-30,1.06,34,365,0,STR-2107-FPTHHC
40447319,1 Bd+Sofa Bd+Futon Bd  CN Twer and City Views!,312740390,Anna,,Waterfront Communities-The Island,43.6439,-79.37997,Entire home/apt,206,28,9,2020-03-08,0.16,1,89,0,
40449578,Nice room in an apartment,312915978,Berkay,,Mount Pleasant West,43.69679,-79.39105,Private room,,28,0,,,1,0,0,
40453525,Beautiful 1 BR apartment near Bluffers Park Beach,312975505,Shamim,,Cliffcrest,43.71753,-79.23542,Entire home/apt,,28,8,2020-02-24,0.14,1,0,0,
40453879,Spectacular Downtown Condo Free Internet,82791,Jennifer,,Regent Park,43.66039,-79.36067,Entire home/apt,,90,8,2024-05-08,0.14,6,0,3,
40472296,Home away from Home,180322511,Vassiliki,,Broadview North,43.69352,-79.35357,Entire home/apt,,1,144,2024-08-25,4.85,1,1,44,STR-2201-GPHRVG
40472933,"Bright, Clean, Newly Renovated  Basement Apartment",145533602,Jason,,Runnymede-Bloor West Village,43.65868,-79.4818,Entire home/apt,78,28,41,2024-08-12,0.74,2,256,5,STR-2010-HLKRPK
40480898,Nice bedroom in 1st floor at nice area,282118315,Hanh,,Black Creek,43.76968,-79.5281,Private room,50,1,12,2024-08-10,0.21,1,339,3,STR-2010-JFKRPM
40490018,Beautiful Condo Unit 5mins from the CN Tower!!!,313442456,UrbanHommes,,Waterfront Communities-The Island,43.63998,-79.39625,Entire home/apt,,28,27,2024-07-03,0.47,1,282,1,
40492593,"The Bachelor Studio, 15 Min from DT",24823587,Robert,,Broadview North,43.69301,-79.35065,Entire home/apt,125,28,0,,,1,364,0,
40503244,one bedroom with private bathroom female only,127095094,Jiao,,Willowdale East,43.75959,-79.40946,Private room,,28,1,2019-12-29,0.02,1,0,0,
40504953,Beautiful 4 Bedroom Home in Cedervale,4473923,Eric,,Humewood-Cedarvale,43.69946,-79.43014,Entire home/apt,,28,0,,,1,0,0,
40506665,Spacious 2br/2bath in trendy King West!,22384422,Asif,,Niagara,43.64223,-79.41503,Entire home/apt,,28,1,2022-12-30,0.05,1,0,0,STR-2210-FMJDVC
40513570,Large family-friendly detached downtown home,14228049,Noam,,South Riverdale,43.65714,-79.33901,Entire home/apt,,28,12,2022-05-05,0.22,2,0,0,STR-2012-GGBHHF
40515793,Endroit chic,108453543,Andric,,Rockcliffe-Smythe,43.67864,-79.4814,Private room,,28,0,,,1,0,0,
40524927,Bright Studio Located Downtown Toronto,313760213,Brandon,,Moss Park,43.65159,-79.36696,Entire home/apt,,28,45,2020-03-28,0.78,1,0,0,
40526685,"huge room, kitchen, family room, Washroom.",22929016,Qun,,North St.James Town,43.66948,-79.37831,Entire home/apt,200,28,121,2023-09-30,2.11,2,358,1,STR-2108-HMSBHK
40527650,1Bed 1Bath Apartment Suite - Yonge-Eglinton,313791069,Leo,,Yonge-Eglinton,43.70841,-79.3988,Entire home/apt,,28,0,,,1,0,0,
40532064,Comfortable Bedroom,303955716,Maria Luisa,,Willowridge-Martingrove-Richview,43.68107,-79.57121,Private room,49,29,0,,,2,365,0,
40538775,Cozy and well located one bedroom apartment,225288881,Humberto,,Corso Italia-Davenport,43.67983,-79.44593,Entire home/apt,,90,0,,,1,0,0,
40540773,Cozy 1 BR 30 mins From Downtown Toronto!,124454415,Ara,,Milliken,43.82525,-79.27408,Entire home/apt,,28,0,,,1,0,0,
40541246,Bedroom with TV,314047995,Christian,,Waterfront Communities-The Island,43.63982,-79.40043,Private room,,28,1,2020-01-03,0.02,1,0,0,
40542415,Spacious private room in a shared apartment.,15560422,Gerardo,,Taylor-Massey,43.69547,-79.29998,Private room,,28,7,2020-03-17,0.12,1,0,0,
40542430,Luxurious Condo downtown/ Art District/City views,136230400,Joy,,Waterfront Communities-The Island,43.64205,-79.3992,Private room,,28,3,2019-12-22,0.05,2,0,0,
40567858,MIDTOWN - Entire Apartment at Younge & Egliton,97539128,Regiane,,Yonge-Eglinton,43.70727,-79.39912,Entire home/apt,,28,1,2020-01-08,0.02,1,0,0,
40568036,"Beautiful 3 Bedroom Home in Leslieville, Toronto.",4397873,Jamil,,South Riverdale,43.66502,-79.33715,Entire home/apt,399,3,17,2024-08-19,0.84,1,162,7,STR-2210-GDFRVF
40571119,"North York townhouse, steps to TTC  bus terminal",313658806,Yue,,Henry Farm,43.77311,-79.33925,Private room,,28,0,,,1,0,0,
40582629,Fabulous 4 Bedroom Home Heart of Little Italy,313778922,Lisa,,Palmerston-Little Italy,43.65803,-79.41207,Entire home/apt,,28,8,2020-08-17,0.14,1,0,0,
40585573,Welcome to the Jungle,58340525,Thomas,,Moss Park,43.65575,-79.36931,Entire home/apt,,28,1,2020-01-03,0.02,1,0,0,
40587278,The North Den,93580918,Andrew,,Yorkdale-Glen Park,43.715,-79.45386,Entire home/apt,,4,101,2024-09-02,1.79,1,0,26,STR-2105-GJTDVF
40590884,beautiful private room near seneca college,266594170,Ramin,,Don Valley Village,43.79309,-79.34784,Private room,,90,0,,,1,88,0,
